timestamp,open,high,low,close,volume
2025-01-26T10:45:00Z,254.49387621879575,254.49387621879575,254.49387621879575,254.49387621879575,19670.41004200516
2025-01-26T10:50:00Z,254.51666736602783,254.51666736602783,254.51666736602783,254.51666736602783,12683.908334972712
2025-01-26T10:55:00Z,254.50577855110168,254.50577855110168,254.50577855110168,254.50577855110168,41626.726826621896
2025-01-26T11:00:00Z,253.09088230133057,253.09088230133057,253.09088230133057,253.09088230133057,16464.51906488009
2025-01-26T11:05:00Z,253.20377254486084,253.20377254486084,253.20377254486084,253.20377254486084,17132.779239167023
2025-01-26T11:10:00Z,253.1809813976288,253.1809813976288,253.1809813976288,253.1809813976288,285268.6914554405
2025-01-26T11:15:00Z,253.5279941558838,253.5279941558838,253.5279941558838,253.5279941558838,17521.232367659017
2025-01-26T11:20:00Z,253.56195998191836,253.56195998191836,253.56195998191836,253.56195998191836,28551.40812440178
2025-01-26T11:25:00Z,253.5728747844696,253.5728747844696,253.5728747844696,253.5728747844696,6656.064201082191
2025-01-26T11:30:00Z,253.5621678829193,253.5621678829193,253.5621678829193,253.5621678829193,10035.377431075727
2025-01-26T11:35:00Z,254.523943901062,254.523943901062,254.523943901062,254.523943901062,20263.658213480558
2025-01-26T11:40:00Z,254.53070068359372,254.53070068359372,254.53070068359372,254.53070068359372,20049.86455639446
2025-01-26T11:45:00Z,254.53384518623352,254.53384518623352,254.53384518623352,254.53384518623352,6070.492351683885
2025-01-26T11:50:00Z,254.54270696640012,254.54270696640012,254.54270696640012,254.54270696640012,6883.588863326507
2025-01-26T11:55:00Z,254.57448983192444,254.57448983192444,254.57448983192444,254.57448983192444,56206.12570551864
2025-01-26T12:00:00Z,254.56347107887268,254.56347107887268,254.56347107887268,254.56347107887268,8073.855155314373
2025-01-26T12:05:00Z,254.58808135986328,254.58808135986328,254.58808135986328,254.58808135986328,309351.11688547337
2025-01-26T12:10:00Z,254.69283747673035,254.69283747673035,254.69283747673035,254.69283747673035,79411.44563746406
2025-01-26T12:15:00Z,254.63647031784055,254.63647031784055,254.63647031784055,254.63647031784055,90358.12748395638
2025-01-26T12:20:00Z,254.6426293849945,254.6426293849945,254.6426293849945,254.6426293849945,200185.395069584
2025-01-26T12:25:00Z,254.7278687953949,254.7278687953949,254.7278687953949,254.7278687953949,22487.819978884057
2025-01-26T12:30:00Z,254.7562732696533,254.7562732696533,254.7562732696533,254.7562732696533,155057.14101509016
2025-01-26T12:35:00Z,254.14036655426025,254.14036655426025,254.14036655426025,254.14036655426025,122287.46614223137
2025-01-26T12:40:00Z,254.16284584999084,254.16284584999084,254.16284584999084,254.16284584999084,117543.24371003296
2025-01-26T12:45:00Z,254.08631229400635,254.08631229400635,254.08631229400635,254.08631229400635,301972.27416743967
2025-01-26T12:50:00Z,254.1120400428772,254.1120400428772,254.1120400428772,254.1120400428772,219176.32943471588
2025-01-26T12:55:00Z,254.11866688728333,254.11866688728333,254.11866688728333,254.11866688728333,166994.92883302656
